Campaign,Year,Season,Date,Observer,site,Habitat,Transect,Substrate,proportion
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,2,Rubble,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,2,Macroalgae,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,2,Porites,0.08
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,3,Montipora,0.06
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,3,Macroalgae,0.04
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,3,Pocillopora,0.16
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,3,Pavement,0.72
16,2014,Mar,6/3/2014,Yannick Chancerelle,Taotaha,Outer slope,3,Astreopora,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Pavement,0.6
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Rubble,0.2
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Porites,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Astreopora,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Psammocora,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Other,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Acropora,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Pocillopora,0.04
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Halimeda,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Montipora,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,3,Sand,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,1,Pavement,0.74
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,1,Porites,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,1,Pocillopora,0.04
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,1,Pavona,0.02
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,1,Rubble,0.18
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,2,Pavement,0.8
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,2,Pocillopora,0.06
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,2,Montipora,0.04
16,2014,Mar,6/3/2014,Yannick Chancerelle,Afareaitu,Outer slope,2,Rubble,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Acanthastrea,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Macroalgae,0.06
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Sand,0.22
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Montipora,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Millepora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Porites,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Pocillopora,0.14
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Pavement,0.28
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,3,Rubble,0.14
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Halimeda,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Macroalgae,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Sand,0.22
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Montipora,0.06
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Porites,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Pocillopora,0.22
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Pavement,0.16
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Rubble,0.12
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Psammocora,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,1,Pavona,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Halimeda,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Macroalgae,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Sand,0.2
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Montipora,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Porites,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Pocillopora,0.26
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Pavement,0.28
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Rubble,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Aroa,Outer slope,2,Pavona,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Porites,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Pocillopora,0.14
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Rubble,0.18
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Sand,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Montipora,0.08
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Pavement,0.5
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Acropora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,3,Napopora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Porites,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Pocillopora,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Montipora,0.06
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Pavement,0.68
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Acropora,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,1,Psammocora,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Acropora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Porites,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Pavona,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Montipora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Pocillopora,0.2
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Macroalgae,0.08
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Dipsastrea,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Pihaena,Outer slope,2,Pavement,0.62
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Porites,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Pocillopora,0.36
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Acropora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Pavement,0.52
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Macroalgae,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Sand,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,3,Montipora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Porites,0.06
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Pocillopora,0.32
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Pavement,0.46
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Macroalgae,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Napopora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Montipora,0.1
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,1,Dipsastrea,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Synarea,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Pocillopora,0.3
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Acropora,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Pavement,0.32
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Halimeda,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Millepora,0.06
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Montipora,0.12
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Macroalgae,0.04
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Acanthastrea,0.02
17,2015,Mar,2/3/2015,Yannick Chancerelle,Entre 2 baies,Outer slope,2,Rubble,0.08
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Porites,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Pocillopora,0.32
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Macroalgae,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Pavona,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Dipsastrea,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Montipora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Rubble,0.2
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Pavement,0.32
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,3,Halimeda,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,1,Porites,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,1,Pocillopora,0.26
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,1,Millepora,0.1
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,1,Rubble,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,1,Pavement,0.6
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,2,Pavement,0.52
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,2,Pocillopora,0.38
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,2,Montipora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,2,Millepora,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Tiahura,Outer slope,2,Macroalgae,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Pavement,0.7
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Rubble,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Montipora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Pocillopora,0.14
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Dipsastrea,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Porites,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,3,Other,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Leptastrea,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Montipora,0.08
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Pavement,0.54
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Pocillopora,0.18
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Porites,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Macroalgae,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Dipsastrea,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Astreopora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,1,Halimeda,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Pavement,0.66
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Pocillopora,0.22
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Rubble,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Montipora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Macroalgae,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Taotaha,Outer slope,2,Pavona,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Pavement,0.66
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Porites,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Pocillopora,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Rubble,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Halimeda,0.14
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,3,Montipora,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Pavement,0.64
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Porites,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Montipora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Pocillopora,0.1
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Millepora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Rubble,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,1,Halimeda,0.12
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Dipsastrea,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Porites,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Millepora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Rubble,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Halimeda,0.14
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Montipora,0.1
17,2015,Mar,6/3/2015,Yannick Chancerelle,Haapiti,Outer slope,2,Pavement,0.66
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,3,Millepora,0.06
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,3,Halimeda,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,3,Rubble,0.16
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,3,Pocillopora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,3,Pavement,0.78
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Pocillopora,0.16
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Psammocora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Montipora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Millepora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Pavement,0.58
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Dipsastrea,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,1,Rubble,0.14
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,2,Pocillopora,0.04
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,2,Pavement,0.72
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,2,Rubble,0.14
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,2,Millepora,0.02
17,2015,Mar,6/3/2015,Yannick Chancerelle,Afareaitu,Outer slope,2,Montipora,0.08
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Pocillopora,0.16
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Pavona,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Dipsastrea,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Montipora,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Pavement,0.36
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Rubble,0.26
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Porites,0.06
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Millepora,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Macroalgae,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,3,Sand,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Pocillopora,0.18
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Montipora,0.06
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Pavement,0.68
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Porites,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Rubble,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,1,Macroalgae,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Pocillopora,0.2
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Pavement,0.46
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Rubble,0.16
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Millepora,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Montipora,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Halimeda,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Dipsastrea,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Macroalgae,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Porites,0.06
17,2015,Mar,3/3/2015,Yannick Chancerelle,Tetaiuo,Outer slope,2,Pavona,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Pavement,0.46
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Montipora,0.14
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Dipsastrea,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Pocillopora,0.28
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Porites,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Rubble,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Acropora,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,2,Macroalgae,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Pocillopora,0.22
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Pavement,0.54
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Porites,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Dipsastrea,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Rubble,0.08
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Montipora,0.06
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,3,Sand,0.04
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Pavement,0.58
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Pocillopora,0.14
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Macroalgae,0.1
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Montipora,0.02
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Rubble,0.06
17,2015,Mar,3/3/2015,Yannick Chancerelle,Gendron,Outer slope,1,Millepora,0.1
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pavement,0.7
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,3,Rubble,0.1
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pocillopora,0.08
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,3,Sand,0.1
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,3,Dipsastrea,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pocillopora,0.18
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pavement,0.66
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,1,Acropora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,1,Rubble,0.12
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,1,Montipora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pocillopora,0.06
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Rubble,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pavement,0.76
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pavona,0.04
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Sand,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Psammocora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Montipora,0.06
17,2015,Mar,4/3/2015,Yannick Chancerelle,Motu Ahi,Outer slope,2,Millepora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Rubble,0.24
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Pocillopora,0.04
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Porites,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Pavona,0.04
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Pavement,0.6
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Halimeda,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,3,Montipora,0.04
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,1,Pavement,0.62
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,1,Rubble,0.2
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,1,Sand,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,1,Pocillopora,0.1
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,1,Turbinaria,0.06
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,2,Pavement,0.72
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,2,Pocillopora,0.12
17,2015,Mar,4/3/2015,Yannick Chancerelle,Temae,Outer slope,2,Rubble,0.16
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,3,Rubble,0.38
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,3,Montipora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,3,Pavement,0.52
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,3,Pocillopora,0.06
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,3,Psammocora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Rubble,0.3
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Sand,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Porites,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Montipora,0.04
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Pavement,0.6
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,1,Pocillopora,0.02
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,2,Pavement,0.6
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,2,Pocillopora,0.14
17,2015,Mar,4/3/2015,Yannick Chancerelle,Nuarei,Outer slope,2,Rubble,0.24
